,Unnamed: 0,bodyId,type,class,subclass,hemilineage,size,predictedNt,predictedNtProb,somaSide,motor module,step contribution
3708,3708,33196,IN19A044,intrinsic neuron,IR,19A,259228029,gaba,0.8227941201505612,LHS,,
3709,3709,33205,DNut046,descending neuron,ut,,159692115,acetylcholine,0.883213251549333,,,
3710,3710,33287,DNnt013,descending neuron,nt,,179832566,acetylcholine,0.7715763267854021,,,
3711,3711,33292,IN13A023,intrinsic neuron,IR,13A,202762160,glutamate,0.5378150530159473,RHS,,
3712,3712,33339,DNxl063,descending neuron,xl,,483264251,acetylcholine,0.901561730745776,,,
3713,3713,33395,DNnt010,descending neuron,nt,,133182761,gaba,0.9281281879265532,,,
3714,3714,33414,IN08A022,intrinsic neuron,IR,08A,514620942,glutamate,0.8195725997769346,LHS,,
3715,3715,33429,DNxn112,descending neuron,xn,,112265851,acetylcholine,0.9394610571343772,,,
3716,3716,33545,DNfl018,descending neuron,fl,,124808429,acetylcholine,0.9870743503612754,,,
3717,3717,33554,DNxl065,descending neuron,xl,,142716093,gaba,0.8309138859721258,,,
3718,3718,33570,DNnt008,descending neuron,nt,,125387143,acetylcholine,0.9481430661296198,,,
3719,3719,33586,DNg12,descending neuron,fl,,125188982,acetylcholine,0.8179358116805231,,,
3720,3720,33615,IN04B039,intrinsic neuron,IR,04B,725518276,acetylcholine,0.9481307428115568,RHS,,
3721,3721,33623,IN21A043,intrinsic neuron,IR,21A,211117107,glutamate,0.8007695909057345,RHS,,
3722,3722,33641,DNnt011,descending neuron,nt,,124698979,gaba,0.6511872168155197,,,
3723,3723,33663,DNxn106,descending neuron,xn,,125316071,gaba,0.7178130203685841,,,
3724,3724,33673,DNit006,descending neuron,it,,124277486,gaba,0.933185651898384,,,
3725,3725,33725,DNxn109,descending neuron,xn,,167122879,acetylcholine,0.9622230176572446,,,
3726,3726,33755,DNnt013,descending neuron,nt,,121793505,acetylcholine,0.5339955767510529,,,
3727,3727,33827,IN19A033,intrinsic neuron,IR,19A,538007004,gaba,0.7276614927699471,RHS,,
3728,3728,33891,DNxn106,descending neuron,xn,,122137141,gaba,0.7830092466410254,,,
3729,3729,33943,DNit007,descending neuron,it,,123725748,glutamate,0.5131219735911746,,,
3730,3730,33955,IN16B017,intrinsic neuron,IR,16B,276458113,glutamate,0.7582011962807629,RHS,,
3731,3731,33957,DNnt011,descending neuron,nt,,118576644,gaba,0.7459924664089246,,,
3732,3732,33987,DNfl013,descending neuron,fl,,121093359,acetylcholine,0.809419222215299,,,
3733,3733,34006,DNut032,descending neuron,ut,,145318707,acetylcholine,0.9369214759548988,,,
3734,3734,34040,IN14A007,intrinsic neuron,CR,14A,440647436,glutamate,0.9696921412112578,RHS,,
3735,3735,34041,SNta24,sensory neuron,prothoracic leg,,199587205,glutamate,0.5459731183946133,,,
3736,3736,34052,DNp16,descending neuron,ut,,166301792,acetylcholine,0.9525937150066024,,,
3737,3737,34059,IN21A045,intrinsic neuron,IR,21A,319538335,glutamate,0.5025372110455321,LHS,,
3738,3738,34060,DNnt010,descending neuron,nt,,120434571,gaba,0.9377453009947204,,,
3739,3739,34073,IN09A035,intrinsic neuron,IR,09A,204926837,gaba,0.8444227022214879,LHS,,
3740,3740,34081,DNit006,descending neuron,it,,119317397,acetylcholine,0.9837985772352952,,,
3741,3741,34090,DNnt010,descending neuron,nt,,123124211,gaba,0.9281691617894272,,,
3742,3742,34094,DNht001,descending neuron,ht,,120349011,acetylcholine,0.8898537258368613,,,
3743,3743,34099,IN19A044,intrinsic neuron,II,19A,238849444,glutamate,0.4067978766549419,LHS,,
3744,3744,34144,DNut036,descending neuron,ut,,119693641,acetylcholine,0.9716904596795164,,,
3745,3745,34180,DNlt006,descending neuron,lt,,119406062,gaba,0.8444256736841212,,,
3746,3746,34184,DNnt007,descending neuron,nt,,121973093,acetylcholine,0.9083569630566058,,,
3747,3747,34193,IN16B021,intrinsic neuron,IR,16B,325731717,glutamate,0.8652824905183271,RHS,,
3748,3748,34221,IN20A.22A002,intrinsic neuron,IR,20A.22A,770662360,glutamate,0.6502428099599977,RHS,,
3749,3749,34253,DNg12,descending neuron,fl,,120002598,acetylcholine,0.9665660828771726,,,
3750,3750,34257,DNxn110,descending neuron,xn,,156215371,gaba,0.8323668623853424,,,
3751,3751,34382,DNg12,descending neuron,fl,,127737894,acetylcholine,0.8293764423854141,,,
3752,3752,34387,IN18B023,intrinsic neuron,BI,18B,642846129,acetylcholine,0.7323352121488316,LHS,,
3753,3753,34390,DNnt011,descending neuron,nt,,117585516,gaba,0.6860830196955058,,,
3754,3754,34409,DNut036,descending neuron,ut,,116526770,acetylcholine,0.967333416312428,,,
3755,3755,34426,DNut032,descending neuron,ut,,139851843,acetylcholine,0.9191204107923024,,,
3756,3756,34462,DNut036,descending neuron,ut,,121648379,acetylcholine,0.9574895404105964,,,
3757,3757,34506,IN01A019,intrinsic neuron,BI,01A,2021452321,acetylcholine,0.8780091285097016,RHS,,
3758,3758,34523,IN19A043,intrinsic neuron,IR,19A,275635814,glutamate,0.6082999316152607,RHS,,
3759,3759,34536,SNta18,sensory neuron,prothoracic leg,,120623950,acetylcholine,0.6231500406487332,,,
3760,3760,34548,DNnt009,descending neuron,nt,,127978179,acetylcholine,0.7549864571426332,,,
3761,3761,34601,IN09A035,intrinsic neuron,IR,09A,222446185,gaba,0.8447155062282501,RHS,,
3762,3762,34643,DNnt011,descending neuron,nt,,115314839,gaba,0.939528528687566,,,
3763,3763,34669,DNht001,descending neuron,ht,,115915373,acetylcholine,0.9018358694763552,,,
3764,3764,34733,IN09A027,intrinsic neuron,II,09A,369642981,gaba,0.9439018221304936,RHS,,
3765,3765,34737,DNfl017,descending neuron,fl,,138115040,acetylcholine,0.9240339493329546,,,
3766,3766,34738,IN20A.22A009,intrinsic neuron,IR,20A.22A,198162512,acetylcholine,0.6366946593733082,LHS,,
3767,3767,34822,DNxn106,descending neuron,xn,,114160761,gaba,0.7335259477322055,,,
3768,3768,34830,SNppxx,sensory neuron,prothoracic leg hair plate,,397777776,glutamate,0.5947120340393954,,,
3769,3769,34862,DNg12,descending neuron,fl,,129881306,acetylcholine,0.9863197962185004,,,
3770,3770,34863,DNp17,descending neuron,ut,,252090868,acetylcholine,0.939375876558616,,,
3771,3771,34905,IN14A004,intrinsic neuron,CR,14A,625692510,glutamate,0.961175798624754,LHS,,
3772,3772,34938,IN21A047,intrinsic neuron,II,21A,253098734,glutamate,0.4831780849843981,LHS,,
3773,3773,35178,DNnt011,descending neuron,nt,,109753788,gaba,0.7509195758029819,,,
3774,3774,35413,DNg12,descending neuron,fl,,108755102,acetylcholine,0.9212378434516724,,,
3775,3775,35423,IN21A045,intrinsic neuron,IR,21A,240624554,glutamate,0.908621450601998,LHS,,
3776,3776,35473,DNg12,descending neuron,fl,,109121960,acetylcholine,0.9347659602347348,,,
3777,3777,35492,SNta24,sensory neuron,prothoracic leg,,91306962,acetylcholine,0.4865491080402014,,,
3778,3778,35677,DNxn112,descending neuron,xn,,111925743,acetylcholine,0.948906300393916,,,
3779,3779,35772,SNta24,sensory neuron,prothoracic leg,,114970411,glutamate,0.7056611679314125,,,
3780,3780,35789,DNg05,descending neuron,ut,,134120827,acetylcholine,0.842700882249924,,,
3781,3781,35797,DNnt011,descending neuron,nt,,106942939,gaba,0.6584297267986196,,,
3782,3782,35897,DNg07,descending neuron,xn,,106110034,acetylcholine,0.9817494326516202,,,
3783,3783,35902,DNut033,descending neuron,ut,,105510713,acetylcholine,0.7856239892090812,,,
3784,3784,35992,DNut032,descending neuron,ut,,117826378,acetylcholine,0.9180527485016756,,,
3785,3785,36109,IN21A027,intrinsic neuron,IR,21A,559425699,glutamate,0.8934290619587065,RHS,,
3786,3786,36124,IN19A043,intrinsic neuron,IR,19A,215483252,glutamate,0.593792084437073,LHS,,
3787,3787,36172,IN19A045,intrinsic neuron,IR,19A,198575770,gaba,0.5435941960662604,RHS,,
3788,3788,36252,IN09A035,intrinsic neuron,IR,09A,205339593,gaba,0.8509809238529658,RHS,,
3789,3789,36468,DNut042,descending neuron,ut,,163282660,acetylcholine,0.8459994664939928,,,
3790,3790,36489,DNxn144,descending neuron,xn,,102090745,acetylcholine,0.9215401189330106,,,
3791,3791,36495,DNit007,descending neuron,it,,114368313,glutamate,0.6041119120936919,,,
3792,3792,36532,SNtaxx,sensory neuron,prothoracic leg,,143503774,glutamate,0.7680116266544376,,,
3793,3793,36579,DNnt011,descending neuron,nt,,101351517,gaba,0.6966616020837936,,,
3794,3794,36598,DNit005,descending neuron,it,,100178648,acetylcholine,0.9309438582923676,,,
3795,3795,36607,SNppxx,sensory neuron,prothoracic leg,,457236217,glutamate,0.5708863743567845,,,
3796,3796,36718,DNfl016,descending neuron,fl,,145703285,gaba,0.6886648664815871,,,
3797,3797,36722,IN04B039,intrinsic neuron,IR,04B,449999030,acetylcholine,0.8717091774867315,LHS,,
3798,3798,36801,DNxn139,descending neuron,xn,,99857532,acetylcholine,0.9577882415718504,,,
3799,3799,36845,DNit005,descending neuron,it,,99563697,acetylcholine,0.9154650847074288,,,
3800,3800,36930,DNg07,descending neuron,xn,,98952359,acetylcholine,0.9516922241449356,,,
3801,3801,36962,DNnt007,descending neuron,nt,,97808937,acetylcholine,0.9046584493079722,,,
3802,3802,37030,DNnt008,descending neuron,nt,,133340305,acetylcholine,0.9219920737081552,,,
3803,3803,37065,IN08A035,intrinsic neuron,IR,08A,261929816,glutamate,0.939016446439644,RHS,,
3804,3804,37139,DNit013,descending neuron,it,,109917553,acetylcholine,0.9252656075384532,,,
3805,3805,37234,IN20A.22A017,intrinsic neuron,IR,20A.22A,313554763,glutamate,0.7175079100172628,RHS,,
3806,3806,37290,DNxn112,descending neuron,xn,,116194655,acetylcholine,0.8957475378936113,,,
3807,3807,37405,DNit002,descending neuron,it,,94783004,acetylcholine,0.9450062456470664,,,
3808,3808,37429,IN13B026,intrinsic neuron,CR,13B,469524307,gaba,0.7081466105910728,LHS,,
3809,3809,37443,IN09A035,intrinsic neuron,IR,09A,209152628,gaba,0.9039819170418498,RHS,,
3810,3810,37452,DNxn144,descending neuron,xn,,94805619,acetylcholine,0.9007741377719648,,,
3811,3811,37559,IN03A011,intrinsic neuron,IR,03A,366733362,acetylcholine,0.535679207286996,LHS,,
3812,3812,37628,IN19A045,intrinsic neuron,IR,19A,201711398,gaba,0.5381699312816967,RHS,,
3813,3813,37651,DNit006,descending neuron,it,,93278732,gaba,0.9371867748575472,,,
3814,3814,37671,IN08A031,intrinsic neuron,IR,08A,431936791,glutamate,0.8369133770557157,RHS,,
3815,3815,37675,DNxn109,descending neuron,xn,,96493127,acetylcholine,0.9280032564267934,,,
3816,3816,37692,IN13A026,intrinsic neuron,IR,13A,523726474,gaba,0.8206576055297276,LHS,,
3817,3817,37700,DNnt011,descending neuron,nt,,92842454,gaba,0.6776567362694975,,,
3818,3818,37712,DNnt011,descending neuron,nt,,93919121,gaba,0.608189176908215,,,
3819,3819,37795,IN13A026,intrinsic neuron,IR,13A,361011354,glutamate,0.6841794877354339,RHS,,
3820,3820,37799,DNg10,descending neuron,nt,,89428479,gaba,0.9028839722630524,,,
3821,3821,37852,DNnt004,descending neuron,nt,,150561356,acetylcholine,0.9293488852800456,,,
3822,3822,37876,DNnt010,descending neuron,nt,,102860063,gaba,0.9744833442004952,,,
3823,3823,37881,DNnt007,descending neuron,nt,,98067378,acetylcholine,0.8870666174923127,,,
3824,3824,37992,DNxl036,descending neuron,xl,,176547718,acetylcholine,0.8785679595873637,,,
3825,3825,38071,IN04B039,intrinsic neuron,IR,04B,217267775,glutamate,0.6646940550708678,LHS,,
3826,3826,38116,SNta18,sensory neuron,prothoracic leg,,95405567,acetylcholine,0.6554391305552209,,,
3827,3827,38128,DNut036,descending neuron,ut,,90807353,acetylcholine,0.9750440480544212,,,
3828,3828,38167,DNxn109,descending neuron,xn,,133168641,acetylcholine,0.8790002090271041,,,
3829,3829,38194,IN01B005,intrinsic neuron,IR,01B,483569460,gaba,0.6798485307619125,RHS,,
3830,3830,38208,IN13A031,intrinsic neuron,IR,13A,222590986,glutamate,0.5451416541911992,LHS,,
3831,3831,38222,IN21A030,intrinsic neuron,IR,21A,253439017,glutamate,0.8209451800760101,RHS,,
3832,3832,38263,DNxn139,descending neuron,xn,,90606319,acetylcholine,0.9258186777684192,,,
3833,3833,38325,IN04B027,intrinsic neuron,BR,04B,649864190,acetylcholine,0.911567552364732,RHS,,
3834,3834,38393,DNxn108,descending neuron,xn,,93221846,acetylcholine,0.4399689712374601,,,
3835,3835,38483,DNnt007,descending neuron,nt,,93013958,acetylcholine,0.898175318814387,,,
3836,3836,38541,AN19B047,ascending neuron,BA,19B,914034529,acetylcholine,0.8968192462354354,LHS,,
3837,3837,38587,DNg12,descending neuron,fl,,105296507,acetylcholine,0.974319110681776,,,
3838,3838,38629,DNg10,descending neuron,nt,,90775492,gaba,0.9611579412701486,,,
3839,3839,38657,IN19A045,intrinsic neuron,IR,19A,205677918,gaba,0.6559190512844362,LHS,,
3840,3840,38770,DNnt009,descending neuron,nt,,92935954,acetylcholine,0.8589787887931625,,,
3841,3841,38785,DNut042,descending neuron,ut,,170974992,acetylcholine,0.7628608967724837,,,
3842,3842,38977,DNxl066,descending neuron,xl,,423992013,acetylcholine,0.8738359989761375,,,
3843,3843,38996,SNppxx,sensory neuron,prothoracic leg,,131201586,glutamate,0.8062651192721648,,,
3844,3844,38997,DNut046,descending neuron,ut,,140419554,acetylcholine,0.8980160772699493,,,
3845,3845,39001,DNxn109,descending neuron,xn,,126707879,acetylcholine,0.9362414738893652,,,
3846,3846,39006,DNxl036,descending neuron,xl,,210172086,acetylcholine,0.9380823535422608,,,
3847,3847,39045,DNg10,descending neuron,nt,,86305888,gaba,0.8844483064830355,,,
3848,3848,39124,SNta24,sensory neuron,prothoracic leg,,81551260,acetylcholine,0.7548938646664222,,,
3849,3849,39158,DNxn144,descending neuron,xn,,84760174,acetylcholine,0.9580248379872904,,,
3850,3850,39216,DNfl016,descending neuron,fl,,144625967,gaba,0.5763721518877146,,,
3851,3851,39256,DNit007,descending neuron,it,,86485539,glutamate,0.5488670413958885,,,
3852,3852,39379,DNxn109,descending neuron,xn,,125726372,acetylcholine,0.8655016464621734,,,
3853,3853,39475,DNxn137,descending neuron,xn,,128307552,acetylcholine,0.9464062895178796,,,
3854,3854,39554,DNnt007,descending neuron,nt,,83370751,acetylcholine,0.8213156309464703,,,
3855,3855,39586,IN19A038,intrinsic neuron,BR,19A,344454583,gaba,0.8588753413070332,RHS,,
3856,3856,39630,IN19A045,intrinsic neuron,IR,19A,245445168,gaba,0.5929439169430764,LHS,,
3857,3857,39664,DNg10,descending neuron,nt,,82648535,gaba,0.9209432752508866,,,
3858,3858,39705,DNg10,descending neuron,nt,,82510400,gaba,0.9173063885812696,,,
3859,3859,39724,DNfl009,descending neuron,fl,,83163074,gaba,0.7554127199885746,,,
3860,3860,39733,IN13B031,intrinsic neuron,CR,13B,267737675,gaba,0.7814132661411637,LHS,,
3861,3861,39751,DNut042,descending neuron,ut,,114835880,acetylcholine,0.9686205473720518,,,
3862,3862,39795,IN13B032,intrinsic neuron,CR,13B,270702862,gaba,0.8270163165574724,LHS,,
3863,3863,39885,DNg10,descending neuron,nt,,81474408,gaba,0.9447297140171652,,,
3864,3864,39951,IN19A045,intrinsic neuron,IR,19A,213437834,gaba,0.3232729229954809,RHS,,
3865,3865,39954,IN19A044,intrinsic neuron,II,19A,329565212,gaba,0.8379961958873952,LHS,,
3866,3866,39959,DNg18,descending neuron,ut,,84435536,gaba,0.6870079802328282,,,
3867,3867,40045,IN21A039,intrinsic neuron,IR,21A,246326329,glutamate,0.8445402851740998,LHS,,
3868,3868,40070,DNxn139,descending neuron,xn,,81082684,acetylcholine,0.9268201719224451,,,
3869,3869,40109,DNxn144,descending neuron,xn,,81111360,acetylcholine,0.9385020714881044,,,
3870,3870,40121,IN09A030,intrinsic neuron,IR,09A,323756401,gaba,0.9360251331753616,LHS,,
3871,3871,40234,DNut036,descending neuron,ut,,79286874,acetylcholine,0.943488225589196,,,
3872,3872,40252,DNxn144,descending neuron,xn,,79177142,acetylcholine,0.9286176304137984,,,
3873,3873,40338,DNg12,descending neuron,fl,,106166065,acetylcholine,0.9108244768883051,,,
3874,3874,40386,DNg10,descending neuron,nt,,78397316,gaba,0.9072222694316332,,,
3875,3875,40420,DNfl014,descending neuron,fl,,122094510,acetylcholine,0.9620720874305282,,,
3876,3876,40430,DNg10,descending neuron,nt,,78155849,gaba,0.9084331152078352,,,
3877,3877,40501,DNxn109,descending neuron,xn,,76777254,acetylcholine,0.9417376018232768,,,
3878,3878,40560,IN07B056,intrinsic neuron,BI,07B,498871854,acetylcholine,0.8663045657959938,LHS,,
3879,3879,40659,IN19A026,intrinsic neuron,BR,19A,488732451,gaba,0.816921854520026,RHS,,
3880,3880,40712,DNnt007,descending neuron,nt,,76658751,acetylcholine,0.7683345211606304,,,
3881,3881,40730,SNta24,sensory neuron,prothoracic leg,,74503853,acetylcholine,0.6801954862914914,,,
3882,3882,40746,,efferent neuron,,,77261506,acetylcholine,0.8036095400865393,,,
3883,3883,40879,IN21A045,intrinsic neuron,IR,21A,271697918,glutamate,0.6355659667288467,RHS,,
3884,3884,40943,DNxn105,descending neuron,xn,,75461571,acetylcholine,0.90898636234812,,,
3885,3885,40948,DNnt011,descending neuron,nt,,74810394,gaba,0.815648629635906,,,
3886,3886,41018,DNxn116,descending neuron,xn,,75063457,acetylcholine,0.8673495059229435,,,
3887,3887,41075,IN01A081,intrinsic neuron,BR,01A,320244192,acetylcholine,0.986024203800386,RHS,,
3888,3888,41125,DNxn139,descending neuron,xn,,81720188,acetylcholine,0.8545299556283724,,,
3889,3889,41150,SNta22,sensory neuron,prothoracic leg,,74538478,acetylcholine,0.6771269339605815,,,
3890,3890,41205,DNxn128,descending neuron,xn,,139253259,acetylcholine,0.8438312698701215,,,
3891,3891,41239,DNg07,descending neuron,xn,,79642354,acetylcholine,0.9583204914223064,,,
3892,3892,41249,IN13A026,intrinsic neuron,II,13A,413304407,glutamate,0.4097752159719807,RHS,,
3893,3893,41261,DNxn109,descending neuron,xn,,79410193,acetylcholine,0.8798695917195473,,,
3894,3894,41285,DNg10,descending neuron,nt,,73577920,gaba,0.8235160353014598,,,
3895,3895,41301,IN19A046,intrinsic neuron,IR,19A,129913369,glutamate,0.6549172010893624,LHS,,
3896,3896,41336,DNut046,descending neuron,ut,,161850593,acetylcholine,0.900721506243712,,,
3897,3897,41384,DNg10,descending neuron,nt,,71720474,gaba,0.8728095396820988,,,
3898,3898,41387,DNg10,descending neuron,nt,,74411525,gaba,0.9266335738932384,,,
3899,3899,41420,DNht001,descending neuron,ht,,96941501,acetylcholine,0.8850809160218227,,,
3900,3900,41456,DNit004,descending neuron,it,,82032838,gaba,0.7994215105690302,,,
3901,3901,41481,SNta22,sensory neuron,prothoracic leg,,73867975,acetylcholine,0.6142744631316944,,,
3902,3902,41566,IN23B019,intrinsic neuron,BI,23B,312047610,acetylcholine,0.8338627068313377,LHS,,
3903,3903,41622,IN21A045,intrinsic neuron,IR,21A,326076416,glutamate,0.6703089949680195,RHS,,
3904,3904,41705,IN21A041,intrinsic neuron,BI,21A,293448378,glutamate,0.7761635524498312,RHS,,
3905,3905,41708,IN11A042,intrinsic neuron,BI,11A,322158008,acetylcholine,0.4885695793822351,RHS,,
3906,3906,41739,DNfl013,descending neuron,fl,,112860213,acetylcholine,0.8186985072456014,,,
3907,3907,41766,DNxn116,descending neuron,xn,,86933606,acetylcholine,0.9552311836963608,,,
3908,3908,41773,DNxn139,descending neuron,xn,,89463639,acetylcholine,0.968726976091663,,,
3909,3909,41871,SNtaxx,sensory neuron,prothoracic leg,,70421608,acetylcholine,0.5499969998374319,,,
3910,3910,41883,IN19A044,intrinsic neuron,IR,19A,143127946,glutamate,0.4137517736293375,RHS,,
3911,3911,41933,Tr flexor MN,motor neuron,fl,24B.25B,862972153,glutamate,0.4566786859591957,RHS,femur/tr flex,stance
3912,3912,42075,DNxn109,descending neuron,xn,,117777889,acetylcholine,0.945672043473334,,,
3913,3913,42077,DNut046,descending neuron,ut,,115519311,acetylcholine,0.9262214126867174,,,
3914,3914,42121,IN14A005,intrinsic neuron,CR,14A,204118456,glutamate,0.9745611799768654,RHS,,
3915,3915,42128,DNnt011,descending neuron,nt,,69700617,gaba,0.678763610124588,,,
3916,3916,42130,DNxn116,descending neuron,xn,,80646378,acetylcholine,0.953851436424737,,,
3917,3917,42161,DNxn115,descending neuron,xn,,70672241,acetylcholine,0.9832169005745336,,,
3918,3918,42164,IN11A037,intrinsic neuron,BI,11A,320663026,acetylcholine,0.5138664540033566,RHS,,
3919,3919,42192,DNxn115,descending neuron,xn,,68583612,acetylcholine,0.9084341722421436,,,
3920,3920,42235,DNg10,descending neuron,nt,,69547455,gaba,0.8079745137281176,,,
3921,3921,42273,DNxn109,descending neuron,xn,,70176588,acetylcholine,0.9160140702145152,,,
3922,3922,42278,DNut046,descending neuron,ut,,156069079,acetylcholine,0.9104204226414956,,,
3923,3923,42298,IN13B018,intrinsic neuron,CR,13B,194386393,glutamate,0.7726200743641515,RHS,,
3924,3924,42302,SNtaxx,sensory neuron,prothoracic leg,,68107418,acetylcholine,0.5733932011343282,,,
3925,3925,42318,SNta19,sensory neuron,prothoracic leg,,67973099,acetylcholine,0.7733645043719223,,,
3926,3926,42341,SNtaxx,sensory neuron,prothoracic leg,,67890221,acetylcholine,0.7545411207835042,,,
3927,3927,42376,IN20A.22A022,intrinsic neuron,IR,20A.22A,286429946,acetylcholine,0.7981031540273266,RHS,,
3928,3928,42476,IN19A042,intrinsic neuron,BR,19A,376221596,gaba,0.7832981366799808,RHS,,
3929,3929,42595,SNta24,sensory neuron,prothoracic leg,,69213823,glutamate,0.5762058527715788,,,
3930,3930,42609,DNg10,descending neuron,nt,,67446619,gaba,0.6871912287814277,,,
3931,3931,42673,DNxn116,descending neuron,xn,,100636120,acetylcholine,0.8642987735972772,,,
3932,3932,42680,IN19A038,intrinsic neuron,BR,19A,447138138,gaba,0.857365113842969,LHS,,
3933,3933,42716,DNxn109,descending neuron,xn,,90553850,acetylcholine,0.9496197865767912,,,
3934,3934,42776,SNta19,sensory neuron,prothoracic leg,,46681382,glutamate,0.5242713342187926,,,
3935,3935,42819,AN27X002,ascending neuron,BA,27X,3796412796,gaba,0.3977742182513092,LHS,,
3936,3936,42930,DNut046,descending neuron,ut,,151358047,acetylcholine,0.8953830980370743,,,
3937,3937,42957,SNtaxx,sensory neuron,prothoracic leg,,77593488,acetylcholine,0.6332450964225408,,,
3938,3938,42987,DNg10,descending neuron,nt,,62954503,gaba,0.676496226049494,,,
3939,3939,43010,SNta19,sensory neuron,prothoracic leg,,64540359,acetylcholine,0.7596903901104247,,,
3940,3940,43011,DNut036,descending neuron,ut,,63654426,acetylcholine,0.9668631301799292,,,
3941,3941,43094,IN21A045,intrinsic neuron,IR,21A,150270947,glutamate,0.687562443169893,RHS,,
3942,3942,43111,SNta22,sensory neuron,prothoracic leg,,80736416,acetylcholine,0.7255835536246499,,,
3943,3943,43123,SNta22,sensory neuron,prothoracic leg,,65592478,acetylcholine,0.4755240245101793,,,
3944,3944,43161,IN14A003,intrinsic neuron,CR,14A,170840629,glutamate,0.9836138397455216,LHS,,
3945,3945,43194,IN14A005,intrinsic neuron,CR,14A,195428004,glutamate,0.932875532296396,RHS,,
3946,3946,43234,DNg10,descending neuron,nt,,61368328,gaba,0.9224777403085128,,,
3947,3947,43362,DNxn115,descending neuron,xn,,61770505,acetylcholine,0.929931650904915,,,
3948,3948,43430,DNg10,descending neuron,nt,,66132153,gaba,0.8004332334867545,,,
3949,3949,43562,IN13A031,intrinsic neuron,IR,13A,475258491,glutamate,0.6438597145155477,RHS,,
3950,3950,43602,SNppxx,sensory neuron,prothoracic leg,,60887129,acetylcholine,0.5839981006908239,,,
3951,3951,43616,DNxn116,descending neuron,xn,,89991923,acetylcholine,0.9342559017918328,,,
3952,3952,43661,SNta19,sensory neuron,prothoracic leg,,66307573,acetylcholine,0.7063607738439946,,,
3953,3953,43694,IN19A044,intrinsic neuron,IR,19A,139995592,gaba,0.7708539283834398,LHS,,
3954,3954,43700,SNta18,sensory neuron,prothoracic leg,,76362012,glutamate,0.7896227173041552,,,
3955,3955,43728,DNut046,descending neuron,ut,,105667928,acetylcholine,0.9036594606286874,,,
3956,3956,43758,IN11A042,intrinsic neuron,BI,11A,285948783,acetylcholine,0.5175653213037783,LHS,,
3957,3957,43778,DNg10,descending neuron,nt,,59946474,gaba,0.6015819170891102,,,
3958,3958,43795,DNut034,descending neuron,ut,,59858652,acetylcholine,0.9219636141851142,,,
3959,3959,43797,SNta24,sensory neuron,prothoracic leg,,23611684,glutamate,0.780317378394744,,,
3960,3960,43801,DNxn144,descending neuron,xn,,67527070,acetylcholine,0.932237036144122,,,
3961,3961,43869,DNxn109,descending neuron,xn,,90359129,acetylcholine,0.9250885354524307,,,
3962,3962,43919,SNtaxx,sensory neuron,prothoracic leg,,65526499,acetylcholine,0.456902813815141,,,
3963,3963,43926,SNta15,sensory neuron,prothoracic leg,,63458208,acetylcholine,0.5928079653047509,,,
3964,3964,43962,IN21A043,intrinsic neuron,IR,21A,155593343,glutamate,0.8095476393714364,LHS,,
3965,3965,44001,DNg07,descending neuron,xn,,69480745,acetylcholine,0.9742468903141636,,,
3966,3966,44091,SNpp38,sensory neuron,prothoracic leg,,143760877,glutamate,0.6804880129842503,,,
3967,3967,44105,SNta18,sensory neuron,prothoracic leg,,61000256,acetylcholine,0.5466113509610295,,,
3968,3968,44145,DNxn144,descending neuron,xn,,57917615,acetylcholine,0.9596950812417951,,,
3969,3969,44166,DNxn189,descending neuron,xn,,306494393,gaba,0.4256344702968627,,,
3970,3970,44199,DNxn144,descending neuron,xn,,58596741,acetylcholine,0.8864320053866035,,,
3971,3971,44201,DNit012,descending neuron,it,,65832241,acetylcholine,0.9037703995434744,,,
3972,3972,44225,IN21A045,intrinsic neuron,IR,21A,118769128,glutamate,0.7629916081825893,RHS,,
3973,3973,44288,SNta19,sensory neuron,prothoracic leg,,57118077,glutamate,0.5673281923250963,,,
3974,3974,44302,DNg18,descending neuron,ut,,90695961,gaba,0.6412188531410129,,,
3975,3975,44321,DNit011,descending neuron,it,,115332678,acetylcholine,0.947562740309032,,,
3976,3976,44358,DNg10,descending neuron,nt,,58337555,gaba,0.8800944426545391,,,
3977,3977,44420,DNht001,descending neuron,ht,,158073275,acetylcholine,0.9238502283837516,,,
3978,3978,44441,SNta18,sensory neuron,prothoracic leg,,65224736,glutamate,0.4256190708505788,,,
3979,3979,44465,SNta24,sensory neuron,prothoracic leg,,60585240,glutamate,0.4778490092702991,,,
3980,3980,44628,SNta24,sensory neuron,prothoracic leg,,57354356,glutamate,0.5119124940130859,,,
3981,3981,44692,DNxn128,descending neuron,xn,,94689681,acetylcholine,0.8940129791769911,,,
3982,3982,44845,IN21A045,intrinsic neuron,II,21A,261327450,glutamate,0.4376117156083529,RHS,,
3983,3983,44921,DNht001,descending neuron,ht,,153650110,acetylcholine,0.8175364012055308,,,
3984,3984,44953,SNtaxx,sensory neuron,,,54056575,glutamate,0.7887066830363538,,,
3985,3985,44984,IN20A.22A016,intrinsic neuron,IR,20A.22A,464569367,acetylcholine,0.5624775504260743,RHS,,
3986,3986,45015,SNtaxx,sensory neuron,prothoracic leg,,53776505,acetylcholine,0.4743761533706371,,,
3987,3987,45090,SNta24,sensory neuron,prothoracic leg,,59981307,glutamate,0.4599385389955183,,,
3988,3988,45214,DNxn109,descending neuron,xn,,78827324,acetylcholine,0.9420622476386,,,
